-7.82331,-35.92588
-7.82327,-35.92584
-7.82306,-35.92553
-7.82284,-35.92522
-7.82281,-35.92519
-7.82277,-35.92513
-7.82271,-35.92504
-7.82262,-35.92492
-7.8225,-35.92476
-7.82235,-35.92454
-7.8219,-35.92394
-7.82185,-35.92387
-7.82174,-35.92372
-7.82164,-35.92357
-7.82152,-35.92342
-7.82105,-35.92377
-7.8211,-35.92384
-7.82119,-35.92395
-7.82127,-35.92406
-7.82133,-35.92413
-7.82136,-35.92419
-7.82159,-35.92451
-7.82186,-35.92488
-7.82188,-35.92491
-7.82196,-35.92502
-7.82208,-35.92519
-7.82218,-35.92533
-7.82229,-35.92548
-7.82234,-35.92555
-7.82237,-35.9256
-7.82241,-35.92564
-7.82261,-35.92592
-7.82276,-35.92612
-7.82278,-35.92615
-7.82303,-35.9265
-7.82311,-35.92663
-7.82314,-35.92668
-7.8232,-35.92687
-7.8232,-35.92688
-7.8232,-35.92689
-7.8232,-35.9269
-7.8232,-35.92691
-7.8232,-35.92692
-7.8232,-35.92693
-7.8232,-35.92694
-7.8232,-35.92695
-7.82321,-35.92696
-7.82321,-35.92697
-7.82322,-35.92698
-7.82322,-35.92699
-7.82323,-35.927
-7.82323,-35.92701
-7.82324,-35.92701
-7.82325,-35.92702
-7.82325,-35.92703
-7.82326,-35.92703
-7.82327,-35.92704
-7.82328,-35.92704
-7.82329,-35.92705
-7.8233,-35.92705
-7.82331,-35.92705
-7.82333,-35.92706
-7.82335,-35.92706
-7.82336,-35.92705
-7.82337,-35.92705
-7.82338,-35.92705
-7.82339,-35.92705
-7.8234,-35.92704
-7.82341,-35.92703
-7.82342,-35.92703
-7.82343,-35.92702
-7.82343,-35.92701
-7.82344,-35.927
-7.82345,-35.92699
-7.82345,-35.92698
-7.82346,-35.92697
-7.82346,-35.92696
-7.82346,-35.92695
-7.82346,-35.92694
-7.82347,-35.92694
-7.82347,-35.92693
-7.82375,-35.92669
-7.8238,-35.92665
-7.82386,-35.92661
-7.82418,-35.92636
-7.8243,-35.92627
-7.82436,-35.92623
-7.82441,-35.92619
-7.82452,-35.92611
-7.82465,-35.92601
-7.82478,-35.9259
-7.825,-35.9257
-7.82501,-35.92573
-7.82527,-35.92552
-7.82537,-35.92546
-7.82546,-35.92538
-7.82554,-35.92532
-7.82568,-35.92522
-7.8257,-35.9252
-7.82588,-35.92501
-7.82596,-35.92482
-7.8259,-35.92474
-7.82587,-35.9247
-7.82579,-35.92457
-7.82568,-35.92442
-7.8261,-35.92412
-7.82642,-35.92387
-7.82643,-35.92386
-7.82644,-35.92385
-7.82645,-35.92384
-7.82647,-35.92382
-7.82648,-35.9238
-7.82648,-35.92378
-7.82649,-35.92376
-7.82649,-35.92375
-7.8265,-35.92373
-7.8265,-35.92372
-7.8265,-35.9237
-7.8265,-35.92369
-7.82649,-35.92363
-7.8265,-35.92352
-7.8265,-35.92351
-7.8265,-35.92349
-7.82651,-35.92348
-7.82651,-35.92346
-7.82652,-35.92345
-7.82652,-35.92344
-7.82653,-35.92342
-7.82653,-35.92341
-7.82654,-35.9234
-7.82655,-35.92339
-7.82656,-35.92338
-7.82663,-35.92334
-7.8267,-35.92329
-7.82685,-35.92317
-7.827,-35.923
-7.82711,-35.92298
-7.82721,-35.92291
-7.82731,-35.92283
-7.82741,-35.92274
-7.8275,-35.92267
-7.82758,-35.9226
-7.82761,-35.92257
-7.82764,-35.92255
-7.82775,-35.92246
-7.82787,-35.92238
-7.8281,-35.92222
-7.8281,-35.92223
-7.82811,-35.92223
-7.82812,-35.92224
-7.82812,-35.92225
-7.82813,-35.92225
-7.82814,-35.92226
-7.82815,-35.92226
-7.82816,-35.92227
-7.82817,-35.92227
-7.82818,-35.92228
-7.82819,-35.92228
-7.8282,-35.92228
-7.82821,-35.92228
-7.82822,-35.92228
-7.82823,-35.92228
-7.82824,-35.92227
-7.82825,-35.92227
-7.82826,-35.92227
-7.82826,-35.92226
-7.82827,-35.92226
-7.82828,-35.92225
-7.82847,-35.92251
-7.82853,-35.9226
-7.82923,-35.92354
-7.82935,-35.92373
-7.82947,-35.92391
-7.82947,-35.92392
-7.82946,-35.92393
-7.82946,-35.92394
-7.82946,-35.92395
-7.82945,-35.92396
-7.82945,-35.92397
-7.82938,-35.924
-7.82931,-35.92406
-7.82925,-35.92412
-7.82921,-35.92417
-7.82917,-35.92423
-7.82905,-35.92434
-7.82897,-35.9244
-7.82888,-35.92443
-7.82879,-35.92445
-7.8286,-35.92446
-7.8286,-35.92445
-7.8286,-35.92444
-7.8286,-35.92443
-7.82859,-35.92443
-7.82859,-35.92442
-7.82859,-35.92441
-7.82858,-35.92441
-7.82858,-35.9244
-7.82857,-35.9244
-7.82856,-35.9244
-7.82856,-35.92439
-7.82855,-35.92439
-7.82854,-35.92439
-7.82853,-35.92439
-7.82853,-35.9244
-7.82852,-35.9244
-7.82851,-35.9244
-7.82841,-35.92424
-7.82826,-35.92405
-7.82821,-35.92406
-7.82815,-35.92407
-7.8281,-35.92407
-7.828,-35.924
-7.82797,-35.92409
-7.82794,-35.92409
-7.8279,-35.9241
-7.82787,-35.92411
-7.82786,-35.92412
-7.82784,-35.92412
-7.82782,-35.92414
-7.82781,-35.92415
-7.82779,-35.92416
-7.82777,-35.92418
-7.82775,-35.92419
-7.82773,-35.92422
-7.82771,-35.92423
-7.8277,-35.92425
-7.82767,-35.92429
-7.82766,-35.9243
-7.82765,-35.92432
-7.82764,-35.92434
-7.82762,-35.92436
-7.82761,-35.92438
-7.8276,-35.9244
-7.82759,-35.92442
-7.82758,-35.92445
-7.82757,-35.92447
-7.82757,-35.92449
-7.82756,-35.92452
-7.82756,-35.92455
-7.82755,-35.92457
-7.82755,-35.92461
-7.82754,-35.92466
-7.82753,-35.92471
-7.82749,-35.92478
-7.82747,-35.92481
-7.82747,-35.92483
-7.82746,-35.92485
-7.82746,-35.92486
-7.82746,-35.92489
-7.82745,-35.92491
-7.82745,-35.92494
-7.82745,-35.92495
-7.82745,-35.92498
-7.82745,-35.92501
-7.82745,-35.92504
-7.82746,-35.92505
-7.82746,-35.92507
-7.82746,-35.9251
-7.82747,-35.92512
-7.82747,-35.92514
-7.82748,-35.92516
-7.8275,-35.92519
-7.82751,-35.92521
-7.82752,-35.92523
-7.82758,-35.92532
